WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,HOUSE_OF_PARLIAMENT,IDA_NAME,TENURE,MP_NAME,WORK_DESCRIPTION,RECOMMENDATION_DATE,RECOMMENDED_AMOUNT,FLAG,CONSTITUENCY_ID,WORK_STAGE,LETTER_NO,SANCTION_AMOUNT,Sno,CONSTITUENCY,WORK_RECOMMENDATION_DTL_ID,FILE_STATUS,TENURE_START_DATE,TENURE_END_DATE,ATTACH_ID,SANCTION_DATE,Total_Amt,WORK_ID,ACTUAL_AMOUNT,ACTUAL_END_DATE,AVERAGE_RATING,VENDOR_NAME,VENDOR_ID,IA_NAME,FUND_DISBURSED_AMT,WORK_STATUS,days_to_sanction,days_since_recommendation,days_to_complete,is_completed_flag,SANCTION_FY,RECOMMENDATION_FY,FY,RECIPIENT_TYPE,IS_TRIBAL_TRUST,IS_SC_AREA,IS_ST_AREA,rule_violations,rule_score,classified_activity,physical_scale_item,physical_scale_units,evaluated_cost_amount,cost_anomaly_score,cost_anomaly_flag,cost_anomaly_method,category_median,category_sample_size,cost_anomaly_reason,is_duplicate_candidate,duplicate_candidate_score,fast_track_flag,duplicate_score,duplicate_typology,duplicate_paired_with,duplicate_reason_raw,risk_index,primary_anchors,signal_type_count,tier,is_tier2,tier_level,reasons,tier_promotion_reason
Normal/Others,WS/MP18130/2026-2027/247469-Construction of community centers and community halls,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"AREA DEVELOPMENT AT LOHDONGRI  CAMP NEAR LAXMIGANPATI MANDIR  LOHDONGRI, TA. RAMTEK",2025-11-11,1200000.0,1.0,251.0,Physical Inspection,LN/MP18130/2025-2026/18,1200000.0,14.0,RAMTEK(SC),247469.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-03,,,,,,GRAMPANCHAYAT LOHDONGRI,91960.0,Executive Engineer Works Zilla Parishad Nagpur,1188142.0,Payment Success,234.0,312,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,COMMUNITY_HALLS_AND_STRUCTURES,,,1200000.0,0.3257973371712484,False,isolation_forest,1000000.0,20,,False,0.0,False,,,,,35.2,[],1,tier_1,False,Tier 1 (Operational Watchlist),['Work not sanctioned within 75 days of recommendation receipt'],Work not sanctioned within 75 days of recommendation receipt
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF COMMUNITY HALL NEAR TELI CASTE COMMUNITY SCHOOL AT NAGARDHAN, TA. RAMTEK",2025-11-11,1500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2025-2026/19,1500000.0,15.0,RAMTEK(SC),247483.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,312,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF ROAD WITH DRAIN UNDER GRAM PANCHAYAT BHILGAON, TA. KAMPTEE",2026-09-03,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/20,1000000.0,16.0,RAMTEK(SC),247605.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF CEMENT ROAD WITH DRAIN UNDER VILLAGE AADKA, TA. KAMPTEE",2026-09-03,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/21,1000000.0,17.0,RAMTEK(SC),247606.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.206,False,0.206,INDEPENDENT_PARALLEL_WORKS,[247607.0],"Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Aadka, Drain Under vs Chikhali, Under Chikhali); low duplicate risk.",6.2,[],0,clean,False,Clean,"['Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Aadka, Drain Under vs Chikhali, Under Chikhali); low duplicate risk.']","Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Aadka, Drain Under vs Chikhali, Under Chikhali); low duplicate risk."
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF CONCRETE ROAD WITH DRAIN UNDER CHIKHALI VILLAGE, TA. KAMPTEE",2026-09-03,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/22,1000000.0,18.0,RAMTEK(SC),247607.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.206,False,0.206,INDEPENDENT_PARALLEL_WORKS,[247606.0],"Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Aadka, Drain Under vs Chikhali, Under Chikhali); low duplicate risk.",6.2,[],0,clean,False,Clean,"['Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Aadka, Drain Under vs Chikhali, Under Chikhali); low duplicate risk.']","Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Aadka, Drain Under vs Chikhali, Under Chikhali); low duplicate risk."
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF CEMENT DRAIN NEAR MAIN ROAD AT NANHA, TA. KAMTEE",2026-09-03,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/23,1000000.0,19.0,RAMTEK(SC),248109.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF ROAD AT BHUGAON, TA. KAMTEE MUTTON MARKET TO MR. BABA GAYDHANE HOME.",2026-09-03,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/24,500000.0,20.0,RAMTEK(SC),248110.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTUCTION OF UNDERGROUND DRAIN AT MARODI, TA. MOUDA AT NIKHIL RESTAURANT - BAR TO GRAM VIKAS VIDHYALAYA",2026-09-03,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/25,1000000.0,21.0,RAMTEK(SC),248112.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTUCTION OF CEMENT ROAD AND DRAIN AT GRAM PANCHAYAT DUDHALA (BARSHI), MR. TUKARAM MASKE TO MR. AMBADAS MAHALLE TO MR. JAYADEV MASKI HOME, TA. MOUDA",2026-09-03,1500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/26,1500000.0,22.0,RAMTEK(SC),248113.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTUCTION OF UNDERGROUND DRAIN AT VILLAGE NISATKHEDA, TA. MOUDA ",2026-09-03,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/27,1000000.0,23.0,RAMTEK(SC),248114.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTUCTION OF INTERNAL VILLAGE CEMENT ROAD AT NANDAPURI, TA. MOUDA",2026-02-27,1200000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2025-2026/28,1200000.0,24.0,RAMTEK(SC),248115.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,204,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,ROADS_AND_DRAINAGE,,,1200000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Street lights,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"PROVIDE STREET LIGHTS AT INTERNAL CEMENT ROAD OF  NANDAPURI, TA. MOUDA",2026-09-03,300000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/29,300000.0,25.0,RAMTEK(SC),248116.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,300000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,NA-Development of playfields and sports grounds,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CHAIN LINK FENCE TO PLAYGROUND AT BORUJWADA, TA. SAONER DEVELOPMENT NEAR HANUMAN MANDIR AREA OF MOUJA BORUJWADA, TA. SAONER",2026-09-03,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/30,500000.0,26.0,RAMTEK(SC),248291.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,OTHER_PUBLIC_FACILITIES,,,500000.0,,False,not_evaluated,,0,,True,0.95,False,0.95,TRUE_DUPLICATE,[280871.0],"High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Borujwada), pending physical confirmation.",28.5,['DUPLICATE_WORK_OVERLAP'],1,tier_1,False,Tier 1 (Operational Watchlist),"['High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Borujwada), pending physical confirmation.']","High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Borujwada), pending physical confirmation."
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF R.C.C. CEMENT ROAD AT GRAM PANCHAYAT SAWANGI HETI, TA. SAONER",2026-09-03,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/31,500000.0,27.0,RAMTEK(SC),248481.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"DEVELOPMENT NEAR HANUMAN MANDIR TO SCHOOL AT SAWANGI HETI, TA. SAONER",2026-09-03,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/32,500000.0,28.0,RAMTEK(SC),248482.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF ROAD AT MALEGAON (JOGA) TO MOHGAON (BH.), TA. SAONER",2026-09-03,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/33,500000.0,29.0,RAMTEK(SC),248483.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF CEMENT ROAD AT SALAI, TA. SAONER MR. DHANRAJ AMBARTE HOME TO MR. SITARAM BELEKAR HOME",2026-08-17,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/34,500000.0,30.0,RAMTEK(SC),248484.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,33,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,500000.0,,False,not_evaluated,,0,,True,0.95,False,0.95,TRUE_DUPLICATE,[248485.0],"High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Salai), pending physical confirmation.",28.5,['DUPLICATE_WORK_OVERLAP'],1,tier_1,False,Tier 1 (Operational Watchlist),"['High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Salai), pending physical confirmation.']","High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Salai), pending physical confirmation."
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF CEMENT ROAD AT SALAI, TA. SAONER MR. VASANTRAOJI AMBARTE HOME TO MR. MAHADEV WAKHORE HOME",2026-08-10,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/35,500000.0,31.0,RAMTEK(SC),248485.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,40,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,500000.0,,False,not_evaluated,,0,,True,0.95,False,0.95,TRUE_DUPLICATE,[248484.0],"High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Salai), pending physical confirmation.",28.5,['DUPLICATE_WORK_OVERLAP'],1,tier_1,False,Tier 1 (Operational Watchlist),"['High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Salai), pending physical confirmation.']","High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Salai), pending physical confirmation."
Normal/Others,NA-Providing drains and gutters for public drainage,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF INTERNAL DRAINAGE AT SALAI, TA. SAONER",2026-08-10,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/36,500000.0,32.0,RAMTEK(SC),248486.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,40,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,NA-Construction of rooms and halls in school and colleges,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"REPAIRING AND PAINTING WORK OF ZILLA PARISHAD SCHOOL AT SILLORI, TA. SAONER",2026-09-03,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/37,500000.0,33.0,RAMTEK(SC),248487.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,REPAIR_AND_RENOVATION,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,NA-Construction of common work sheds/ common covered sitting area,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"construction of common work sheds as common covered sitting area (sabha mandap) at champa, ta. saoner",2026-09-03,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/38,500000.0,34.0,RAMTEK(SC),248488.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,COMMUNITY_HALLS_AND_STRUCTURES,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Repair and Renovation,NA-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSRUCTION OF GATE AND BEAUTIFICATION TO CREMATORIUM AT PATANSAVANGI, TA. SAONER",2026-09-03,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/39,500000.0,35.0,RAMTEK(SC),248489.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,REPAIR_AND_RENOVATION,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"PROVIDE PAVER BLOCKS AT PATANSAVANGI WARD NO. 2 NEAR HANUMAN MANDIR PREMISES, TA. SAONER",2026-09-03,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/40,1000000.0,36.0,RAMTEK(SC),248490.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"PROVIDING PAVER BLOCKS AND BEAUTIFICATION  NEAR VITHAAL RUKMINI MANDIR WARD NO. 5 PATANSAVANGI, TA. SAONER",2026-09-03,1000000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/41,1000000.0,37.0,RAMTEK(SC),248493.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF CEMENT ROAD AT KHURAJGAON, TA. SAONER MAIN ROAD TO ZILLA PARISHAD SCHOOL",2026-09-03,1500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/42,1500000.0,38.0,RAMTEK(SC),248494.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,1500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF CEMENT ROAD AT  PIPLA KINKHEDE , TA. KALMESHWAR INTERNALVILLAGE ROAD",2026-09-03,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/43,500000.0,39.0,RAMTEK(SC),248679.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Repair and Renovation,NA-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF CREMATORIUMS AND OTHER WORKS AT PIPLA KINKHEDE, TA. KALMESHWAR",2026-09-03,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/44,500000.0,40.0,RAMTEK(SC),248681.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,REPAIR_AND_RENOVATION,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF CEMENT ROAD AT WARD NO. 4 (MR. DIWAKAR MANKAR HOME TO MR. HAJARE BABU HOME) DHAPEWADA BK, TA. KALMESHWAR",2026-09-03,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/45,500000.0,41.0,RAMTEK(SC),248683.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION OF PANDHAN ROAD FROM SONAPAR TO HARDOLI AT BHADANGI, TA. KALMESHWAR",2026-09-03,700000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/46,700000.0,42.0,RAMTEK(SC),248684.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,700000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Shyamkumar,"CONSTRUCTION CREMATION GROUND APPROACH ROAD AT SAWALI BK., TA. KALMESHWAR",2026-09-03,500000.0,1.0,251.0,Pending for Sanction,LN/MP18130/2026-2027/47,500000.0,43.0,RAMTEK(SC),248689.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,16,,False,,2026-27,2026-27,Government Agency,False,,,[],0,ROADS_AND_DRAINAGE,,,500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,0.0,[],0,clean,False,Clean,[],No anomalies detected
