WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,HOUSE_OF_PARLIAMENT,IDA_NAME,TENURE,MP_NAME,WORK_DESCRIPTION,RECOMMENDATION_DATE,RECOMMENDED_AMOUNT,FLAG,CONSTITUENCY_ID,WORK_STAGE,LETTER_NO,SANCTION_AMOUNT,Sno,CONSTITUENCY,WORK_RECOMMENDATION_DTL_ID,FILE_STATUS,TENURE_START_DATE,TENURE_END_DATE,ATTACH_ID,SANCTION_DATE,Total_Amt,WORK_ID,ACTUAL_AMOUNT,ACTUAL_END_DATE,AVERAGE_RATING,VENDOR_NAME,VENDOR_ID,IA_NAME,FUND_DISBURSED_AMT,WORK_STATUS,days_to_sanction,days_since_recommendation,days_to_complete,is_completed_flag,SANCTION_FY,RECOMMENDATION_FY,FY,RECIPIENT_TYPE,IS_TRIBAL_TRUST,IS_SC_AREA,IS_ST_AREA,rule_violations,rule_score,classified_activity,physical_scale_item,physical_scale_units,evaluated_cost_amount,cost_anomaly_score,cost_anomaly_flag,cost_anomaly_method,category_median,category_sample_size,cost_anomaly_reason,is_duplicate_candidate,duplicate_candidate_score,fast_track_flag,duplicate_score,duplicate_typology,duplicate_paired_with,duplicate_reason_raw,risk_index,primary_anchors,signal_type_count,tier,is_tier2,tier_level,reasons,tier_promotion_reason
Normal/Others,"WS/MP672/2026-2027/215131-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Nitin Jairam Gadkari,Cosntruction of road with drainage from Shriram Nagar Kalimata mandir Main road to Drum Karkhana to Sangeeta Gokhle residence Kalamna,2025-07-05,2500000.0,1.0,250.0,Physical Inspection,LN/MP672/2025-2026/77,2500000.0,21.0,NAGPUR,215131.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-06-25,,,,,,Jeet Enterprises,87731.0,Executive Engineer Nagpur Muncipal Corporation Nagpur,1374996.0,Payment Success,355.0,441,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}, {'rule_id': 'D3', 'description': 'Shared recommendation letter bundle with tranche fragmentation (>= 3 works within Â±15% tolerance) totaling >= â‚¹50L â€” potential engineered proposal fragmentation', 'weight': 15}]",40,ROADS_AND_DRAINAGE,,,2500000.0,0.6651163833143944,False,isolation_forest,999960.5,78,,False,0.0,False,,,,,84.5,['LETTER_BUNDLE_FRAGMENTATION'],1,tier_1,False,Tier 1 (Operational Watchlist),"['Work not sanctioned within 75 days of recommendation receipt', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'Shared recommendation letter bundle with tranche fragmentation (>= 3 works within Â±15% tolerance) totaling >= â‚¹50L â€” potential engineered proposal fragmentation']",Work not sanctioned within 75 days of recommendation receipt; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category; Shared recommendation letter bundle with tranche fragmentation (>= 3 works within Â±15% tolerance) totaling >= â‚¹50L â€” potential engineered proposal fragmentation
Normal/Others,"WS/MP672/2026-2027/215132-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Nitin Jairam Gadkari,"Cosntruction of road with drainage from Gokul Nagar Main road to residence of Mr.Gaurav, Kalamna",2025-07-05,2500000.0,1.0,250.0,Physical Inspection,LN/MP672/2025-2026/77,2500000.0,22.0,NAGPUR,215132.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-22,,,,,,Jeet Enterprises,87731.0,Executive Engineer Nagpur Muncipal Corporation Nagpur,1374299.0,Payment Success,382.0,441,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}, {'rule_id': 'D3', 'description': 'Shared recommendation letter bundle with tranche fragmentation (>= 3 works within Â±15% tolerance) totaling >= â‚¹50L â€” potential engineered proposal fragmentation', 'weight': 15}]",40,ROADS_AND_DRAINAGE,,,2500000.0,0.6651163833143944,False,isolation_forest,999960.5,78,,True,0.99,False,0.99,TRUE_DUPLICATE,[215133.0],"High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Kalamna, Gokul Nagar), pending physical confirmation.",87.3,"['DUPLICATE_WORK_OVERLAP', 'LETTER_BUNDLE_FRAGMENTATION']",2,tier_2,True,Tier 2 (Actionable Red Flag),"['Work not sanctioned within 75 days of recommendation receipt', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'Shared recommendation letter bundle with tranche fragmentation (>= 3 works within Â±15% tolerance) totaling >= â‚¹50L â€” potential engineered proposal fragmentation', 'High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Kalamna, Gokul Nagar), pending physical confirmation.']","Work not sanctioned within 75 days of recommendation receipt; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category; Shared recommendation letter bundle with tranche fragmentation (>= 3 works within Â±15% tolerance) totaling >= â‚¹50L â€” potential engineered proposal fragmentation; High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Kalamna, Gokul Nagar), pending physical confirmation."
Normal/Others,"WS/MP672/2026-2027/215133-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Nitin Jairam Gadkari,"Cosntruction of road with drainage from Main road to residence of Manish Sahu and Main road to residence of Harsha Paunikar, Gokul Nagar, Kalamna",2025-07-05,2500000.0,1.0,250.0,Physical Inspection,LN/MP672/2025-2026/77,2500000.0,23.0,NAGPUR,215133.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-22,,,,,,Jeet Enterprises,87731.0,Executive Engineer Nagpur Muncipal Corporation Nagpur,1368261.0,Payment Success,382.0,441,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}, {'rule_id': 'D3', 'description': 'Shared recommendation letter bundle with tranche fragmentation (>= 3 works within Â±15% tolerance) totaling >= â‚¹50L â€” potential engineered proposal fragmentation', 'weight': 15}]",40,ROADS_AND_DRAINAGE,,,2500000.0,0.6651163833143944,False,isolation_forest,999960.5,78,,True,0.99,False,0.99,TRUE_DUPLICATE,[215132.0],"High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Kalamna, Gokul Nagar), pending physical confirmation.",87.3,"['DUPLICATE_WORK_OVERLAP', 'LETTER_BUNDLE_FRAGMENTATION']",2,tier_2,True,Tier 2 (Actionable Red Flag),"['Work not sanctioned within 75 days of recommendation receipt', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'Shared recommendation letter bundle with tranche fragmentation (>= 3 works within Â±15% tolerance) totaling >= â‚¹50L â€” potential engineered proposal fragmentation', 'High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Kalamna, Gokul Nagar), pending physical confirmation.']","Work not sanctioned within 75 days of recommendation receipt; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category; Shared recommendation letter bundle with tranche fragmentation (>= 3 works within Â±15% tolerance) totaling >= â‚¹50L â€” potential engineered proposal fragmentation; High-confidence candidate for duplicate sanction: Identical physical site and scope (Same village/area: Kalamna, Gokul Nagar), pending physical confirmation."
Normal/Others,"WS/MP672/2026-2027/215157-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Nitin Jairam Gadkari,"Cosntruction of CC Flooring road from residence of Shyam Tarare to residence of Ganesh Ghodmare, Balabhaupeth, Nagpur",2025-07-05,500000.0,1.0,250.0,Physical Inspection,LN/MP672/2025-2026/78,500000.0,24.0,NAGPUR,215157.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-05-29,,,,,,Pravin W Kale,89191.0,Executive Engineer Nagpur Muncipal Corporation Nagpur,393118.0,Payment Success,328.0,441,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,ROADS_AND_DRAINAGE,,,500000.0,0.18233191723204972,False,isolation_forest,999960.5,78,,False,0.443,False,0.443,ADJACENT_SEGMENT_UNCORROBORATED,[215158.0],Adjacent segment candidate without procurement corroboration (Distinct road stretches within Balabhaupeth: Shyam Tarare to Ganesh Ghodmare vs Kau Shirshikar to Bhaskar Paunikar); different vendors or timeline indicates independent project phases.,31.5,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['Work not sanctioned within 75 days of recommendation receipt', 'Adjacent segment candidate without procurement corroboration (Distinct road stretches within Balabhaupeth: Shyam Tarare to Ganesh Ghodmare vs Kau Shirshikar to Bhaskar Paunikar); different vendors or timeline indicates independent project phases.']",Work not sanctioned within 75 days of recommendation receipt; Adjacent segment candidate without procurement corroboration (Distinct road stretches within Balabhaupeth: Shyam Tarare to Ganesh Ghodmare vs Kau Shirshikar to Bhaskar Paunikar); different vendors or timeline indicates independent project phases.
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Nitin Jairam Gadkari,"Cosntruction of CC Flooring road from residence of Kau Shirshikar to residence of Bhaskar Paunikar, Balabhaupeth, Nagpur",2025-07-05,500000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/78,500000.0,25.0,NAGPUR,215158.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,441,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,ROADS_AND_DRAINAGE,,,500000.0,,False,not_evaluated,,0,,False,0.443,False,0.443,ADJACENT_SEGMENT_UNCORROBORATED,[215157.0],Adjacent segment candidate without procurement corroboration (Distinct road stretches within Balabhaupeth: Shyam Tarare to Ganesh Ghodmare vs Kau Shirshikar to Bhaskar Paunikar); different vendors or timeline indicates independent project phases.,30.8,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Adjacent segment candidate without procurement corroboration (Distinct road stretches within Balabhaupeth: Shyam Tarare to Ganesh Ghodmare vs Kau Shirshikar to Bhaskar Paunikar); different vendors or timeline indicates independent project phases.']",No sanction and no rejection recorded 45+ days after recommendation; Adjacent segment candidate without procurement corroboration (Distinct road stretches within Balabhaupeth: Shyam Tarare to Ganesh Ghodmare vs Kau Shirshikar to Bhaskar Paunikar); different vendors or timeline indicates independent project phases.
Normal/Others,NA-Providing drains and gutters for public drainage,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Nitin Jairam Gadkari,"Construction of Sewer Line from residence of Anil Zade to Mate line, Nava Nakasha, Nagpur",2025-07-05,1000000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/78,1000000.0,26.0,NAGPUR,215159.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,441,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,"NA-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Nitin Jairam Gadkari,"Construction of retaining wall to Nalla from 10 No. Puliya to Kashmiri Galli, Nava Nakasha",2025-07-05,1500000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/78,1500000.0,27.0,NAGPUR,215160.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,441,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,ROADS_AND_DRAINAGE,,,1500000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Repair and Renovation,NA-Construction of community centers and community halls,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Nitin Jairam Gadkari,"Repairs and Renovation to Community Hall near Hanuman Mandir, Nava Nakasha",2025-07-05,1000000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/78,1000000.0,28.0,NAGPUR,215161.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,441,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,COMMUNITY_HALLS_AND_STRUCTURES,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,NA-Providing drains and gutters for public drainage,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Nitin Jairam Gadkari,Construction of Sewer Line at Lashkaribagh area,2025-07-05,2000000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/78,2000000.0,29.0,NAGPUR,215162.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,441,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,ROADS_AND_DRAINAGE,,,2000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Nitin Jairam Gadkari,"Construction of CC road with I-Block and drainage system from residence of Rameshlal Kruplani to residence of Rajesh Topwani, Jaripatka",2025-07-05,1000000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/78,1000000.0,30.0,NAGPUR,215163.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,441,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,ROADS_AND_DRAINAGE,,,1000000.0,,False,not_evaluated,,0,,False,0.0,False,,,,,25.0,[],1,tier_1,False,Tier 1 (Operational Watchlist),['No sanction and no rejection recorded 45+ days after recommendation'],No sanction and no rejection recorded 45+ days after recommendation
Normal/Others,WS/MP672/2026-2027/215164-Providing drains and gutters for public drainage,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Nitin Jairam Gadkari,"Construction of Sewer line and Drainage line at Galli No.1 and Galli No.2 behind Jetwan Buddha Vihar, New Indora ",2025-07-05,1000000.0,1.0,250.0,Physical Inspection,LN/MP672/2025-2026/79,1000000.0,31.0,NAGPUR,215164.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-05-29,,,,,,Pravin W Kale,89191.0,Executive Engineer Nagpur Muncipal Corporation Nagpur,775097.0,Payment Success,328.0,441,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,ROADS_AND_DRAINAGE,,,1000000.0,0.0,False,isolation_forest,999960.5,78,,False,0.0,False,,,,,20.2,[],1,tier_1,False,Tier 1 (Operational Watchlist),['Work not sanctioned within 75 days of recommendation receipt'],Work not sanctioned within 75 days of recommendation receipt
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Nitin Jairam Gadkari,"Construction of Community hall at Mouza Hajari Pahad Khasra No.89, Plot No.183, 184, nagpur",2025-07-05,4000000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/80,4000000.0,32.0,NAGPUR,215174.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,441,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",25,COMMUNITY_HALLS_AND_STRUCTURES,,,4000000.0,,False,not_evaluated,,0,,False,0.168,False,0.168,INDEPENDENT_PARALLEL_WORKS,[181699.0],"Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Saroj Nagar Society vs Hajari Pahad, Mouza Hajari Pahad); low duplicate risk.",48.8,[],1,tier_1,False,Tier 1 (Operational Watchlist),"['No sanction and no rejection recorded 45+ days after recommendation', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Saroj Nagar Society vs Hajari Pahad, Mouza Hajari Pahad); low duplicate risk.']","No sanction and no rejection recorded 45+ days after recommendation; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category; Independent parallel works candidate: Standardized administrative template applied across disjoint locations/beneficiaries (Distinct villages/areas: Saroj Nagar Society vs Hajari Pahad, Mouza Hajari Pahad); low duplicate risk."
Normal/Others,WS/MP672/2025-2026/226219-Purchase of furniture and fixtures for educational purposes,Maharashtra,2.0,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),18th Lok Sabha,Nitin Jairam Gadkari,"Setting up of E-Library at Dr.Babasaheb Ambedkar Law College, Nagpur.",2025-08-10,9998850.0,1.0,250.0,Physical Inspection,LN/MP672/2025-2026/81,9998850.0,33.0,NAGPUR,226219.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-03-30,,173905.0,9998850.0,2026-04-06,0.0,Spectrum Services,27924.0,District Planing Officer District Planning Committee Collector Office Nagpur,9998850.0,Payment Success,232.0,405,7.0,True,2025-26,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}, {'rule_id': 'D4', 'description': 'Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion', 'weight': 15}]",40,COMMUNITY_HALLS_AND_STRUCTURES,,,9998850.0,1.0,True,isolation_forest,1000000.0,20,"Sanction amount is 10.0x the COMMUNITY_HALLS_AND_STRUCTURES median (above typical, based on 20 comparable sanctioned works in this activity)",False,0.0,False,,,,,100.0,['COST_OUTLIER'],2,tier_2,True,Tier 2 (Actionable Red Flag),"['Work not sanctioned within 75 days of recommendation receipt', 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion', 'Sanction amount is 10.0x the COMMUNITY_HALLS_AND_STRUCTURES median (above typical, based on 20 comparable sanctioned works in this activity)']","Work not sanctioned within 75 days of recommendation receipt; Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category; Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion; Sanction amount is 10.0x the COMMUNITY_HALLS_AND_STRUCTURES median (above typical, based on 20 comparable sanctioned works in this activity)"
